,cDLBCL_2,cDLBCL_3,cDLBCL_4,cDLBCL_5,cDLBCL_6,cDLBCL_7,cDLBCL_8,cDLBCL_9,cDLBCL_11,cDLBCL_12,cDLBCL_13,cDLBCL_14,cDLBCL_15,cDLBCL_16,cDLBCL_17,cDLBCL_18,cDLBCL_19,cDLBCL_20,cDLBCL_21,cDLBCL_22,cDLBCL_23,cDLBCL_24,cDLBCL_25,cDLBCL_26,cDLBCL_27,cDLBCL_28,cDLBCL_29,cDLBCL_30,cDLBCL_31,cDLBCL_32,cDLBCL_33,cDLBCL_34,cDLBCL_35,cDLBCL_36,cDLBCL_37,cDLBCL_38,cDLBCL_39,Ctrl_1,Ctrl_2,Ctrl_3,Ctrl_4,Ctrl_5,Ctrl_7,Ctrl_8
GT_CpG_30:chr32:30729773-30730181_494069,1.49967721,1.310802482,1.476089501,0.835524862,1.340303424,1.507064008,1.429033472,-0.11585518,1.558255102,1.429360083,1.352528252,1.563455713,1.507502196,1.192503312,0.759408743,1.477957124,1.231156254,1.225344537,1.675362286,1.187311762,0.667682926,1.311055633,0.968685968,0.956997612,1.416039688,1.16320007,1.046264581,1.563687948,1.403662302,1.312465683,1.178341,0.859187288,1.447119678,1.131347503,0.943455621,1.325103605,1.055867177,-0.199743169,0.450642292,0.200506774,-0.436346436,-1.073600386,-0.784304784,0.003840892
GT_CpG_30:chr33:16872712-16873166_494095,0.63032756,0.017413181,0.528390209,-0.897963709,0.067532174,0.620004174,0.957417301,0.236529397,0.554709103,0.818998011,0.84287314,1.021231025,1.231985779,0.49082034,0.943327739,0.604596101,0.270487091,1.075186568,0.642465421,0.864167131,1.054555011,0.038850619,0.835781295,0.422217087,0.334022799,0.494246342,0.668680764,0.464965161,1.252173805,0.274416492,0.06417096,-0.973760378,0.615784793,0.333135032,0.782978451,0.13948743,0.897812673,-1.394061668,-1.01236438,-0.796082361,-1.439448217,-1.462789372,-1.592891652,-1.220156972
GT_CpG_30:chr5:57134630-57135291_738459,0.781504272,-0.440809962,0.210226126,0.060613671,0.466318018,0.180473017,1.15251563,0.741534673,0.873751056,-0.560627183,-0.678565665,-0.529658507,-0.445808248,0.420782925,0.672097916,0.712559091,-0.628939392,0.61053998,1.753496706,-0.852555654,0.401246053,-0.26244639,-0.126355831,-0.557575947,-0.068945389,-0.439660422,-0.365053463,0.188447939,0.384288259,1.29605275,-0.194605578,-0.523113046,0.368201338,-0.611552941,-0.415319586,0.061597158,0.446022594,-0.723096313,-1.442374281,-0.820436641,-1.563990413,-1.344710889,-1.505657013,-1.363765866
GT_CpG_30:chr8:16090161-16090581_496107,1.250058956,-1.343881729,1.03802292,0.196719284,0.768914058,0.738399998,0.619070819,0.369397009,0.797197719,-0.861358282,0.361491485,0.095825274,0.169860564,0.974844565,0.64679089,0.945897852,-0.828432643,0.113635489,1.399352681,0.045363271,0.031763586,-0.308321563,0.496045261,0.659587243,0.170044736,0.329350781,0.094889514,-0.331794249,0.683280005,1.141499713,-0.178501264,0.807450317,1.059340441,0.438503301,0.449995418,-1.105997864,0.667212988,-0.445287867,-0.357479475,-0.196055094,-1.098391051,-0.853534567,-1.03219249,-0.770083012
GT_CpG_30:chr8:29163668-29164209_496121,0.702319505,-0.381515991,0.407143546,-1.125538125,-0.425709006,-0.05164503,0.553972762,-0.377403765,0.327400161,-0.841314083,0.798665778,0.501332381,1.303998596,-0.719926897,0.474734295,0.061128,-0.459946589,1.323173682,1.354690707,-0.178418978,1.217458426,-1.086933526,-0.913515139,0.494266819,0.858102367,0.532888505,-0.239388299,0.095773961,0.458135401,1.154585938,0.308232464,-1.568288962,1.131955726,0.783797287,0.307385325,-0.356693164,0.838900246,-1.788149583,-1.04669209,-1.327928861,-1.753200572,-1.851491556,-1.35879272,-1.441431106
GT_CpG_300:chr9:1386556-1389582_485496,0.749990587,1.208528199,0.098079085,-0.060588704,-0.533243137,0.632927493,0.330298597,0.296300587,0.650227166,-0.740054497,0.460787023,0.983764521,-0.260124531,-0.604671041,0.812012688,0.758734525,1.04767694,0.829867557,1.095587558,0.86520653,-1.385630541,-0.092355846,-0.889981591,0.584367644,1.207778001,0.883840275,0.068430577,-0.085792477,1.174075747,0.65267922,0.633500365,-0.379249445,0.639367871,1.248539538,0.639691752,0.957631897,0.603128483,-1.029305203,-0.979636992,-0.963576633,-1.508196656,-1.144500134,-1.621309745,-1.383193455
GT_CpG_304:chr30:8531574-8534930_486343,-0.655387185,-0.953651831,0.228783685,-0.525636781,0.213968117,1.024663981,-0.280105147,-1.05627479,-1.250440998,-1.315280327,0.444217247,-0.404911277,0.999576672,-1.252937336,-0.166470879,0.536804152,0.52661058,0.748685022,1.479460425,0.642017096,0.35323118,-1.376826086,0.615665619,0.699119125,0.706756339,-0.463921767,-0.628939392,-0.03489294,0.855023947,0.862273026,0.079471848,-1.346908909,-0.365398463,0.430994818,0.169125979,0.584981487,0.435590879,-1.247016798,-1.365732259,-1.117735777,-1.502773332,-1.492428418,-1.737673445,-1.255623217
GT_CpG_306:chr16:45564128-45567877_486792,1.158641288,0.984393604,0.993577458,0.393673477,0.770068498,1.136543398,0.842736704,0.215537971,1.063258944,0.46748543,1.056645402,1.236141603,1.136617126,0.867822794,0.87429669,1.109436992,0.944185559,0.926619853,1.299475717,1.134994114,0.966460704,0.487578649,0.917894768,1.116614357,1.239943361,0.73953835,0.793495604,0.913531036,0.556170595,0.955216313,0.816247708,0.807701051,0.888300318,1.193127011,1.176651773,0.947502746,0.773772489,-0.306441894,-0.317258122,-0.159346186,-0.583119362,-1.057797868,-0.445751288,-0.068303751
GT_CpG_309:chr23:34082930-34087270_487793,1.318223161,1.126123776,1.168417148,0.760486564,0.913832922,1.39611152,0.82048435,0.269186826,1.007742367,1.004989476,0.877036695,1.184156358,1.081134224,1.054094839,1.001333766,1.315511654,0.791115749,0.941440974,1.530019437,1.067777628,0.782390697,0.915095849,1.06263123,1.032783766,1.118854236,0.95660387,1.025351237,1.137910678,0.973038784,1.118099081,0.930595116,0.829867557,1.051444987,1.016532417,1.012769982,1.194742187,0.655312642,-0.210209132,0.028038086,-0.041547518,-0.4057495,-0.866945234,-0.139944867,-0.056294423
GT_CpG_31:chr1:18558372-18558942_503991,1.357209867,1.323625818,1.79198468,1.303739447,1.416315429,1.6120866,1.674863191,1.523857615,1.597397963,1.296716795,1.535642782,1.64037655,1.534280795,1.49663916,1.377421048,1.589898422,1.321956324,1.209580488,1.458136833,1.379755318,1.233066936,1.413139051,1.286375437,1.073866139,1.524329918,1.470469918,1.430334509,1.51339031,1.742860146,1.580197769,1.304592277,1.005847505,1.247526586,1.233572635,1.233522005,1.465838983,1.077981117,0.397953301,0.688251506,0.543193642,0.117253884,-0.586917575,0.701029917,0.834435668
GT_CpG_31:chr1:89870958-89871478_504199,1.002598381,0.755937942,0.714806984,0.565007729,0.344114323,1.006412537,0.583833108,0.486576453,0.336441983,0.058051183,0.681248288,0.767818286,0.788735444,0.794053054,0.377948775,0.762388853,0.700487753,0.499124168,0.56394583,0.576834034,0.38044388,0.421055544,0.205900506,0.603357373,1.017193006,0.639421204,0.101685902,0.783161736,0.74309965,0.921945948,0.894329583,0.700628696,1.269903593,0.589402045,0.89394949,0.834017807,0.480746811,-0.193680244,0.065624673,-0.150084271,-0.761614156,0.166173379,-0.927215046,-0.936452321
GT_CpG_31:chr11:53391564-53392125_501847,-1.536781533,-1.385454877,-2.380852809,-1.129107518,-0.724329199,1.497017991,-2.424339755,0.434365401,-0.813770226,-1.096711453,-1.00146874,1.022910802,-1.491799862,-0.310263024,-1.577541848,0.923440856,0.800884983,-0.769412046,-1.612626044,0.147922927,-2.551720101,0.070569368,0.368255639,-2.476424095,0.420736163,0.381548978,0.549505871,-0.073434475,0.292656465,0.18923893,-0.215247821,-2.212484924,-0.846037654,0.03539526,-1.244095025,-0.266372767,-1.108530546,-2.18269534,-1.857226586,-1.862709936,-1.951326197,-2.336805073,-2.043922174,-1.797878038
GT_CpG_31:chr13:44721634-44722130_502323,0.390291422,1.446086263,0.856438828,0.656682946,0.190590064,1.282387868,0.636435988,1.073056375,0.297784052,0.895037409,1.277543257,1.217393563,0.567317097,0.83410634,-0.85205047,0.510430924,-0.538958988,0.636286935,1.196554861,0.830741744,0.481671305,0.851145186,0.848571713,1.295656679,1.394877501,0.336107064,0.676917801,0.36082846,0.851495985,1.254750938,0.773050294,0.734229421,1.147516588,1.016395757,0.76771687,1.313727951,0.774405402,-0.217104651,-0.594835282,-0.178928235,-0.69772067,-0.150815908,-0.471161106,-0.053514295
GT_CpG_31:chr2:56288948-56289530_506323,0.490722664,0.774129509,1.092539837,0.476042077,0.924340276,1.15478287,0.530527307,0.341452053,1.296252056,0.265720079,0.853232841,1.206312301,1.165880535,0.795219728,0.809951343,0.957185387,0.783460211,0.814179654,1.139702175,0.932206463,0.817866736,0.714011507,0.327326707,0.748064694,0.840103249,0.674998212,0.72792796,0.504177987,0.898201095,0.502911628,0.81405773,-0.012655402,0.606607222,0.777980463,1.069017358,0.899945981,0.896335111,-0.680155674,-0.21311095,-0.149042092,-0.109162517,-0.941590455,-0.420127322,-0.195504097
GT_CpG_31:chr20:44621303-44621792_504356,-1.165165404,-0.084977271,-0.190268535,1.079065411,-0.485689265,-0.78236091,-0.101794579,-0.872649574,-0.889630253,-0.927484559,0.197883013,-0.924223481,0.135860153,0.199457273,0.146555581,-0.770197005,0.60330061,0.579965007,-0.588024625,-0.482214607,-0.58255024,0.415458459,-0.569573124,0.095841226,-1.374027822,-0.001651,-0.372557295,-0.188524433,-0.07252151,2.077178487,0.19155274,-0.16970858,0.169762195,-0.503475168,-0.091375824,-0.63062796,0.350499459,1.176503795,1.528120898,1.372372998,0.78767536,1.730106707,0.952910067,0.622821558
GT_CpG_31:chr24:36118927-36119403_505060,0.342184804,0.429171194,-0.905405626,-0.664678818,0.026654774,-0.190799679,0.809334695,-1.854848396,0.058537049,0.44898721,-0.003777634,0.316138051,-0.178734207,-0.993651866,0.537765915,-1.558889884,-0.182647377,0.489001989,0.685227917,-0.523244654,-0.580345132,-0.999378968,-0.48128317,-0.003694853,0.640597454,-0.076302868,0.401246053,-0.109543072,0.572235915,-0.30591093,-0.100584644,0.129429795,0.677100507,0.306244815,1.087880248,-0.039503031,0.436577875,-1.66959595,-1.268560335,-1.234463073,-1.290582205,-2.055465875,-1.761527105,-1.489276246
GT_CpG_31:chr3:19991308-19991918_507941,1.181627626,1.322061423,0.883603907,0.901833009,1.098585852,0.712853869,1.046925926,1.489138681,1.242114517,0.606520878,1.272801225,-0.228519285,1.502268118,1.452771755,1.132808179,1.317583782,1.186183419,1.394936341,1.695994325,1.055009851,1.261898248,1.207611472,1.241238784,0.927741899,1.554213133,1.672741346,0.553602873,-0.185957276,1.344049152,1.615628141,-0.932841017,0.755263039,1.048439974,0.28633072,1.440542323,1.38217357,1.257887472,-0.625760241,0.092513083,-0.226068,0.373662027,-1.159186778,-0.247913287,0.025130467
GT_CpG_31:chr3:42459631-42460125_507991,1.219438068,1.045566767,-2.468007052,-2.104327566,-1.118402292,1.008138638,1.349137036,-1.517672467,0.820359357,1.212205448,0.229614099,1.108313708,0.791492885,0.658452641,1.013204626,0.435521549,-0.525336387,1.201308912,1.519778169,1.18860906,-2.256533084,-0.597293788,0.846834244,1.020831955,0.734867053,0.816491641,0.731188745,1.017354208,1.075122457,0.706879822,-1.117523493,-0.088369183,0.979723639,1.21902278,-0.161526457,0.460494472,0.908865848,-1.634134472,-1.147467057,-0.948476444,-1.333914622,-2.617547136,-1.878163097,-1.477316324
GT_CpG_31:chr34:24172082-24172667_507287,0.96284156,0.817263822,0.944218007,-0.080319202,0.852680547,1.137003769,1.2850909,-0.107293206,1.598594939,1.159489247,0.722087386,1.42438528,1.188445015,1.022117091,1.135928972,1.064183525,0.815495198,0.814470396,1.449963324,1.166679714,0.901787729,0.952407409,0.955537527,0.646457223,1.12859068,0.735153465,0.890868764,1.046025245,0.89939334,1.151677274,0.866666142,1.027810688,0.890474907,1.192297052,0.999139119,0.655190934,1.122334112,-0.122720203,-0.206054586,0.115465536,-0.199379068,-0.974982424,-0.317788576,-0.160030114
GT_CpG_31:chr37:28448706-28449277_507737,0.606645386,0.819490036,0.993699903,-0.157019978,0.586710845,0.899463511,1.181706012,-0.899935886,0.921257614,0.532225556,0.846012305,1.062262314,1.223701202,0.568717573,0.917583041,1.175641712,0.50610429,0.786068762,1.326540873,0.918079822,0.852203556,0.536179761,0.650616412,0.822782817,0.489311277,1.057380737,0.490955948,0.700487753,0.293453667,0.520450455,0.812372994,-0.343089006,0.978366055,0.798171454,0.674865786,0.918762717,0.823445941,-0.761651213,-0.794556351,-0.36199779,-0.965371405,-1.212375464,-1.058343463,-0.753579739
GT_CpG_31:chr4:22936675-22937328_508162,0.475942459,0.764124281,1.355018969,0.542702325,0.898811704,0.805261414,1.083473921,1.205837905,1.042367937,0.796242947,0.648021342,0.550042033,1.125835675,0.921117411,0.280893798,1.013682306,1.013987806,0.750846865,1.029235565,1.075160286,1.170525018,0.967767668,1.052565129,-0.690481926,0.858602261,1.1528054,0.58335663,0.688686878,1.097329765,1.400162987,0.87926018,0.896975251,0.663293162,0.576151162,0.543365388,0.756714361,0.433968005,-0.801171213,-0.546460181,-0.782545246,-0.243404317,-0.495790976,-1.118950833,-1.312413751
GT_CpG_31:chr4:55227544-55228008_508289,1.405761864,1.488733263,1.072232412,0.88427582,0.024850846,1.317611847,1.309763779,1.328449982,1.593474803,1.073642961,1.362283251,1.370841663,1.658630199,1.08979448,1.122634887,1.47226219,0.995834085,1.045469385,1.577564516,1.085967735,0.757550081,0.688494268,0.378002846,1.132032111,1.477556226,1.316008763,1.259838937,0.809669688,1.358499686,1.306213641,1.095173141,0.468905656,1.302394563,1.400186694,1.300713192,1.451192178,1.286503478,-0.337976195,0.001893933,0.308262954,0.278454847,-0.836875064,-0.051891123,0.437291867
GT_CpG_31:chr7:14964772-14965256_509229,0.527441723,0.407400022,-0.982168795,-0.317127714,-0.609620493,-0.073491013,1.022794231,-0.641667728,0.838399963,0.456286289,0.263360726,0.454838018,0.448413335,0.059823737,0.883616369,0.457273752,0.370314556,0.928656371,0.807859227,0.393848866,-0.549504622,0.303013004,0.805624896,0.414497712,0.355057523,0.922246516,0.570804036,-0.399443589,0.429115196,-0.143254497,0.274440071,-0.146654478,0.683206959,0.469041862,0.387520633,0.205929604,0.513425607,-0.703315967,-0.472935066,-0.30642759,-0.965747121,-0.691300069,-1.090081765,-0.900387228
GT_CpG_31:chr8:53759088-53759660_509564,-1.313163909,-2.667316531,-1.24603428,-1.014288961,-1.83032498,-1.566113322,-2.003933343,-1.524413005,-1.685172371,-1.94958191,-2.414565035,-2.075905236,-1.185055128,-1.429243161,-2.342342019,-1.7777954,-1.674176078,-0.709903769,-2.306244941,-1.114077189,-1.88111625,-1.155651938,-1.847516976,-2.382719543,-2.058679188,-1.936664894,-2.185885021,-1.943448392,-1.961629441,-2.527155636,-1.618505974,-1.54992851,-2.532681465,-1.297331476,-1.447036829,-1.80322248,-1.690512196,0.529647733,-0.376683627,-0.259856737,0.684412531,-0.348072496,-0.063254744,-0.238815779
GT_CpG_31:chr8:63202454-63202976_509587,-1.166770389,0.417037143,0.675263861,-1.93442583,-1.15821214,-0.27717785,0.872351312,-1.750561398,-1.051084469,-1.20553628,0.530608142,0.397266974,0.851810403,-2.450193506,0.26451968,-0.31283189,-0.858289141,0.854605997,1.3228634,-1.525054774,0.520321102,0.95281171,-1.791885636,-0.168764459,0.51717579,0.215485207,-1.75870251,-1.664124774,-1.285008311,0.275823695,-1.424708685,-1.823032687,0.618650858,0.142035466,0.415981027,1.130999686,0.636349837,-2.403426783,-2.052165094,-1.718367093,-2.359388464,-2.481724645,-2.185509878,-1.981613407
GT_CpG_31:chr9:4432515-4433125_509869,-1.629707157,-1.18287347,-1.427318626,-0.296129848,-1.105088302,-1.731107356,0.15724268,-1.399879894,-1.39161649,-1.386188468,-0.634067172,-2.164693796,-2.29246395,-1.393792212,-0.934289306,-1.924427902,-0.159599482,0.588174494,-0.962421576,-1.037824191,-1.401074102,-0.810140604,-0.940606234,-1.148979915,-2.193334654,-1.450549078,-0.984796712,-1.812316053,0.001206989,-0.807662009,-0.520097703,-0.946213101,-0.94930676,-1.250475964,-0.604686269,-0.911921972,-0.054019811,0.607484074,-0.089144591,0.33386238,-0.147449079,0.247269498,0.563676466,0.595074377
GT_CpG_310:chr37:11053147-11057023_496896,-1.651342566,-1.560838104,-1.408623576,-1.086972828,-1.40601041,-0.026357435,-0.137964762,-1.756762247,-1.733246314,-1.859972086,-1.340622573,-0.253727633,0.998468562,-1.631942735,-1.957034718,0.151983366,0.592170851,-0.73300704,0.237665509,-0.974345983,-0.89904998,-1.615415083,-1.348450544,-0.40703164,-1.227445553,0.432180419,0.165136773,-0.472815975,0.755650344,-1.306749198,0.524560228,-1.75750212,0.992640808,-0.741187982,-1.260974129,1.000436259,0.798356002,-1.720187206,-1.942286318,-2.054653662,-2.124786719,-1.785851594,-2.338404509,-2.211006983
GT_CpG_310:chr8:15149358-15153075_497021,1.314853871,1.213882842,0.299711285,0.597418403,1.158394303,1.201542331,1.244109664,0.767961256,1.175018341,1.227557882,1.062752271,1.252318555,0.492297461,1.01378417,0.895479888,1.156080093,0.448627476,0.971829965,1.380501436,1.181009198,0.21116106,0.997446065,0.977365629,1.131014323,1.443480089,1.002596278,0.883480823,1.13756001,1.108219058,1.155148911,0.508122558,0.800249577,0.973121963,1.192879313,1.163651951,1.208118246,0.940283057,-0.261379237,0.083395877,-0.162346342,-0.619459995,-0.919927227,-0.629205351,-0.201135712
GT_CpG_313:chr9:25196919-25200740_498605,0.916149567,0.841595268,0.697880583,0.565657694,0.750176426,1.237796223,0.964231004,1.426331503,0.858939222,1.079169236,1.219530222,0.401281394,0.858848706,0.142736,0.102347859,1.149896818,1.189525188,1.255141061,1.493328846,1.418399252,1.326935987,1.244885587,0.245641994,0.814166955,1.529997393,1.521059266,1.209736131,0.506606254,0.820741463,1.221112466,0.869692892,0.235527249,0.522585034,0.899429775,0.64662627,0.834264973,1.166166167,-1.134714088,-0.454782978,-0.39450568,-1.26262597,-1.842925597,-1.17725385,-0.679104281
GT_CpG_314:chr9:36756641-36761345_500138,0.421402141,0.043311355,0.471387472,-0.461547541,0.060661728,0.639367871,0.617399097,-0.037183177,0.662925043,0.133687853,0.529407617,0.536124586,0.803995854,0.14206879,0.21918896,0.836889315,0.27823675,0.659034855,0.999729395,0.212346251,0.384390198,0.467378768,0.432710024,0.592816885,0.798044381,0.592816885,0.427091144,0.238533327,0.729424422,0.363636508,0.344260956,-0.246976777,0.632604922,0.293301178,0.239917071,0.55848308,0.879612851,-1.225056379,-0.566419648,-0.749209781,-1.02471527,-1.518032673,-1.175763744,-0.680990151
GT_CpG_317:chr26:11707889-11712433_500765,1.213730482,1.294041102,1.223869301,0.848584011,0.861617496,1.453647072,1.195052939,0.953064747,1.13464918,1.085365081,1.115266858,1.267719267,1.41369188,1.072205625,1.027101212,1.207898166,1.075332639,1.180381554,1.44014101,1.207265361,1.033191376,1.229587612,1.042020867,1.168132826,1.375296082,1.239678464,0.913135306,1.100636473,1.177254759,1.092850782,1.103561319,0.958486035,1.22888708,1.11403547,1.062243436,1.053435979,0.979570769,-0.021056592,0.072931623,0.304488971,0.218182247,0.189757913,0.084291677,0.046103766
GT_CpG_32:chr1:113118949-113119424_518370,-1.279967541,-1.304737388,-1.207961695,-1.411683178,-1.072740733,-1.216605794,-0.637966341,-0.898699704,-1.414482813,-0.922540404,-0.982606029,-1.052061574,-0.865286277,-0.729799203,-1.384025436,-1.587891577,-1.003417006,-0.397560226,-1.430208708,-0.343949475,-0.796182249,-0.774309778,-1.05994428,-1.662969194,-1.273713627,-1.188458893,-1.138491306,-1.721113056,-1.531335299,-1.865934592,-1.455309416,-1.255173157,-1.468384016,-1.342912488,-1.607640026,-1.301065641,-0.837363004,-0.575377959,-0.357817514,-0.453101453,0.222954944,-0.5152805,0.619374917,0.588749833
GT_CpG_32:chr1:120388620-120389066_518477,1.469801454,1.345250083,0.727750698,0.546153403,0.984272793,1.498204218,1.224121018,0.55612804,0.591973245,1.218654862,1.219765975,1.141370614,1.323189249,0.376906006,0.895229961,0.954215514,1.214848332,1.179557956,1.042887751,1.457553496,1.18646055,0.908614047,0.54265488,0.990003796,1.540714205,1.374177635,1.352433824,1.025195847,1.289070176,1.19732515,1.073787699,1.129725904,1.188385301,1.113081858,1.185299603,1.165831979,0.887471082,-0.300562339,-0.169426379,-0.450948922,0.012351498,-1.052294676,-0.575592862,-0.398297859
GT_CpG_32:chr11:36804002-36804461_516590,0.956924042,-0.708628874,-1.695543482,-0.40703164,-0.264502664,1.02774973,0.646845944,-0.983480697,0.018481053,-0.754718002,-0.820932468,-0.004664452,-1.850587724,-0.108102354,-1.619090504,0.813408277,-1.302328,0.736252025,1.205774673,0.362308824,-1.594456826,-0.419191583,0.471935573,-1.574166835,0.310979323,-1.737868473,-1.477611446,-0.188104039,0.40105453,-0.718309121,-0.902640229,-1.421604406,1.284637286,-1.649642721,1.088120533,0.638473221,0.570753485,-1.514022622,-1.528389957,-1.385939674,-1.915509053,-1.663394471,-2.075784492,-1.816322008
GT_CpG_32:chr12:20194571-20195107_516767,-0.507205071,0.282632969,-0.018922766,0.706086852,0.108403248,-0.208589418,0.200926244,-0.499894733,-0.323565147,0.043125063,-0.010614851,-1.254095366,0.443547632,0.273621314,-0.014526959,0.186303523,0.295300815,0.906068916,0.066519869,-0.258203962,0.11361934,-0.009338375,-0.062687284,-0.560124119,-0.940784738,-0.826485777,-0.596294961,-0.292686021,-0.339377237,1.426419421,0.100053352,0.284099399,0.120061316,-0.322686892,-0.070799623,0.081822588,1.252580075,1.013763419,1.054026622,1.024992836,1.082127814,0.870354643,1.14681927,1.139547814
GT_CpG_32:chr12:57808797-57809352_516790,0.243672247,1.27193248,0.796190183,1.033210255,1.118335138,1.551750726,1.044086421,0.606520878,1.220359481,1.007588476,0.985124262,1.027112943,1.058387817,1.179004729,1.168721738,0.646403538,1.186994966,1.036469412,0.930934994,0.878132867,0.711434806,0.282037856,1.167110537,1.108211052,1.130710118,0.825677808,0.950314285,0.849398616,1.085993547,0.658882851,0.914709247,0.363544796,0.731522337,1.19487251,1.264374352,1.115025318,0.64845519,-0.708296371,-0.553050583,-0.30817186,-1.215858289,-1.285575795,-1.094357814,-0.721640521
GT_CpG_32:chr14:22087758-22088347_517277,0.318309142,0.191169905,0.681829269,-0.128971474,0.118391405,-0.139647518,1.046121404,0.25250555,-0.692384827,0.346895165,-0.08460758,0.761528835,1.046677885,1.101856336,0.774604498,0.068777903,0.711866847,0.501815059,1.298482173,0.189075845,0.590660932,0.190664262,0.120210726,0.515528447,0.411854518,0.118503791,0.591372341,-0.786383476,1.181212324,0.80744539,0.817326608,-1.472608004,0.584674835,0.28763849,-0.400657033,0.284740656,0.256118432,-0.865543863,-0.523388019,-0.393500105,-0.957296131,-1.23926247,-1.33972918,-0.874168839
GT_CpG_32:chr14:7058012-7058501_517363,0.166557526,0.561834174,0.347672369,-0.931384059,-0.645250828,0.378179802,0.9095426,0.29049486,0.731843242,0.060509983,0.573937403,0.739725561,0.665727432,-0.838585646,0.594153606,0.727772936,0.371861129,0.514804018,1.48320131,-0.304549808,0.757243827,0.718197615,0.52252031,0.257586564,0.630484432,0.860569061,0.333345578,-0.152215,1.270566081,1.163093059,0.163068234,-0.338520697,0.176684559,0.121511388,0.850699847,1.137567157,0.630435426,-0.561753804,-0.298765434,-0.64737139,-0.604620522,-1.053625051,-0.807467934,-0.362985626
GT_CpG_32:chr15:45028893-45029448_517524,0.184196119,0.856105034,0.835160912,-0.259431891,0.657724576,0.699697026,0.715294509,0.471827526,0.833682526,0.893655846,0.865706795,0.546220818,0.820652443,0.910709204,0.499560475,0.796901781,0.646956735,0.497272968,0.880423242,0.780051275,0.593049054,0.648425707,0.631261502,0.952284572,1.034138227,0.753509629,0.143053963,0.538141554,0.627419338,0.761057332,0.46605826,0.531644839,0.646837188,0.509815334,0.562793173,0.910253225,0.284856836,-0.289804649,-0.258033176,-0.119425009,-0.837764575,-0.787130405,-0.335493741,-0.26072044
GT_CpG_32:chr2:56166770-56167324_520670,1.260299533,1.666784789,1.616263012,1.043218927,1.230023991,1.432777296,1.489928743,-0.733496491,1.320038913,1.193026933,1.517637157,1.595327086,1.69375638,1.080138509,1.13980048,1.553956819,1.001434274,1.335770552,1.717853469,1.518605419,1.177251146,1.452550844,1.365599067,1.565158504,1.562662117,1.461276995,0.400015767,1.546187032,1.363288793,1.663184102,1.43647736,0.929507778,1.402723426,1.40139376,1.010334716,0.275702663,1.120070248,-0.26425843,0.382256346,0.043638525,-0.343981524,-0.818572382,-0.621180522,-0.278957879
GT_CpG_32:chr20:28699373-28699900_518733,1.150467709,1.289555934,1.455004601,0.92757192,0.929439749,1.297637649,1.404544634,1.157653835,1.378634021,1.159910869,1.124950693,1.330624932,1.543343976,1.355728987,1.167291545,1.269033491,0.94488878,1.382866167,1.273392419,1.310302218,1.292167979,0.899841215,1.088263649,1.23192451,1.328534209,1.660774135,0.908507024,1.128171458,1.166321299,1.367556669,1.041842558,1.099779627,1.326586207,1.09606051,1.136951915,1.299598463,1.160211853,-0.067487442,0.022319141,0.418415212,-0.085976212,-0.77036614,0.499174667,0.581843226
GT_CpG_32:chr21:6928823-6929283_519122,0.4461089,0.860732675,1.74971314,-0.319192178,0.68468834,1.632395701,1.072291691,-2.483582697,0.763055314,-0.069461087,0.864173822,0.04522552,1.076519748,0.709655252,1.216629693,1.078722834,1.206529385,0.734397344,1.163666828,0.248660596,-0.106478144,-2.55093103,-1.330831314,0.314213925,0.615191269,-0.498096267,-1.506116757,-1.779540535,0.644641198,1.105507976,0.367818566,-1.053538811,1.129092581,0.226967689,0.672398731,-0.328180905,0.558814906,-2.087564903,-1.833141227,-1.475349063,-1.980217552,-2.741274713,-2.352820725,-2.02998241
GT_CpG_32:chr22:49938092-49938640_519201,0.603128483,-0.216149066,0.371947689,-0.204225617,-0.387671493,0.822514143,-1.094677641,-0.167819442,-0.699071845,0.502277028,-0.735752578,-1.328070739,-0.722944533,-1.41262285,0.459477249,-1.335879712,-0.042337923,-0.803824086,0.218796601,0.661084261,-0.57807735,0.171089998,0.304431636,1.294064092,1.123641138,-0.497793935,-1.277410168,-1.496988015,-0.45550889,-0.245567139,0.112387522,-0.032979491,-0.021442596,0.415014076,0.506358657,0.391207459,0.24582787,-1.225945838,-0.998433886,-0.414789219,-1.382331704,-1.66922596,-1.545827186,-1.462601363
GT_CpG_32:chr23:31106807-31107280_519337,0.206330924,1.046531545,0.385045154,-0.130863781,0.5407165,0.7591395,1.094518689,-0.438973977,0.912623634,-0.384045565,0.428194749,0.701079954,1.372173,0.78854081,0.320639236,-0.905697907,0.516946454,0.805265908,1.286798607,0.744784764,0.940733239,0.868221841,0.77822151,0.427739249,0.345277858,0.145925366,0.196719284,0.231645383,0.792379873,0.294687149,0.50521593,-0.215339902,0.095323279,0.57777993,0.974083251,0.370391591,0.864173822,-1.00608277,-0.509917427,-0.385883342,-0.731041605,-1.272138242,-0.429472406,-0.345403867
